order_id,cust_no,product_cd,amount_eur
9002617,206809,P1001,68.25
9002618,203465,P1003,102.11
9002619,206753,P1001,65.91
9002620,201823,P1006,144.77
9002621,200610,P1001,207.05
9002622,206835,P1005,214.86
9002623,211355,P1005,116.57
9002624,209205,P1003,93.82
9002625,209710,P1001,35.09
9002626,205286,P1006,37.59
9002627,202783,P1006,51.56
9002628,202705,P1002,119.56
9002629,201730,P1004,157.44
9002630,203618,P1006,66.89
9002631,205911,P1006,57.05
9002632,205390,P1003,59.36
9002633,208678,P1006,72.49
9002634,210444,P1003,22.56
9002635,201953,P1001,59.39
9002636,210880,P1004,180.23
9002637,208734,P1005,131.72
9002638,201262,P1003,78.51
9002639,201901,P1004,71.94
9002640,200858,P1004,107.95
9002641,208843,P1005,90.54
9002642,203415,P1005,42.99
9002643,202111,P1004,370.21
9002644,200021,P1002,126.7
9002645,206569,P1005,10.62
9002646,206270,P1004,145.11
9002647,202338,P1001,154.82
9002648,211448,P1005,104.35
9002649,200558,P1002,102.6
9002650,209156,P1004,65.41
9002651,203833,P1004,36.57
9002652,203730,P1005,361.75
9002653,200414,P1001,69.95
9002654,200232,P1003,98.63
9002655,207177,P1005,77.22
9002656,207748,P1006,172.56
9002657,209628,P1003,169.76
9002658,208818,P1002,73.4
9002659,211913,P1003,54.86
9002660,210353,P1005,60.73
9002661,209441,P1004,267.35
9002662,210293,P1004,33.78
9002663,206743,P1005,52.97
9002664,208780,P1002,42.07
9002665,211703,P1001,108.18
9002666,206599,P1005,102.02
9002667,203329,P1005,90.71
9002668,204564,P1002,118.19
9002669,209196,,50.07
9002670,203934,P1006,91.48
9002671,202138,P1004,37.64
9002672,209442,P1002,123.93
9002673,209040,P1001,112.32
9002674,207178,P1003,33.72
9002675,202477,P1005,76.61
9002676,210974,P1004,85.06
9002677,211016,P1002,78.81
9002678,209152,P1003,136.3
9002679,205713,P1001,18.09
9002680,202818,P1002,217.64
9002681,210175,P1004,89.04
9002682,201424,P1001,78.99
9002683,211842,P1006,37.7
9002684,200106,P1001,104.14
9002685,209274,P1006,143.28
9002686,200922,P1002,82.16
9002687,206406,P1003,107.45
9002688,204344,P1006,80.16
9002689,200156,P1002,7.94
9002690,211060,P1004,154.93
9002691,202465,P1005,56.83
9002692,203885,P1002,117.55
9002693,209306,P1006,136.24
9002694,200365,P1005,60.39
9002695,206296,P1005,108.59
9002696,210133,P1001,71.03
9002697,205592,P1005,92.3
9002698,205408,P1005,54.67
9002699,211393,P1006,40.61
9002700,206371,P1005,121.04
9002701,208017,P1003,46.24
9002702,207644,P1003,101.58
9002703,201519,P1006,148.91
9002704,201192,P1005,94.67
9002705,207207,P1004,29.68
9002706,206217,P1003,125.14
9002707,202903,P1001,43.66
9002708,203452,P1004,52.62
9002709,206649,P1002,97.52
9002710,202928,P1003,132.68
9002711,208173,P1005,123.26
9002712,200323,P1003,89.11
9002713,206678,,56.64
9002714,205785,P1005,54
9002715,202907,P1004,7.11
9002716,200544,P1005,75
9002717,203965,P1004,83.31
9002718,201042,P1005,121.88
9002719,207022,P1002,97.65
9002720,207137,P1005,13.81
9002721,208491,P1002,70.29
9002722,207511,P1004,41.47
9002723,206389,P1001,17.09
9002724,210314,P1002,34.07
9002725,206201,P1002,150.57
9002726,210958,P1006,135.99
9002727,200222,P1004,218.56
9002728,205904,P1005,40.71
9002729,200792,P1001,172.92
9002730,209847,,17.96
9002731,209726,P1004,82.07
9002732,202143,P1006,44.23
9002733,207300,P1002,146.14
9002734,206461,P1002,18.89
9002735,211725,P1006,99.92
9002736,211081,P1004,24.09
9002737,202157,P1001,22.44
9002738,200773,P1005,163.99
9002739,206126,P1004,88.87
9002740,209439,P1005,81.29
9002741,211228,P1001,73
9002742,201923,P1005,36.32
9002743,204086,P1006,150.99
9002744,200514,P1006,44.95
9002745,207965,P1005,164.21
9002746,206415,P1003,140.08
9002747,205166,P1003,72.18
9002748,210439,P1002,145.35
9002749,204359,P1003,54.22
9002750,203985,P1005,110.42
9002751,210137,P1002,34.43
9002752,202728,P1003,83.11
9002753,207382,P1002,33.42
9002754,203739,P1005,75.82
9002755,203965,P1006,151.32
9002756,202718,P1003,27.02
9002757,210059,P1001,117.12
9002758,206200,P1004,40.48
9002759,210974,P1003,81.63
9002760,201270,P1004,68.67
9002761,211785,P1001,29.84
9002762,202132,P1002,280.97
9002763,202730,P1004,133.77
9002764,209311,P1001,365
9002765,203708,P1003,90
9002766,202641,P1002,152.96
9002767,200351,P1002,150.68
9002768,208039,P1003,176.94
9002769,204942,P1001,224.07
9002770,205357,P1006,130.17
9002771,210963,P1003,36.17
9002772,201322,P1003,90.32
9002773,202554,P1002,146.26
9002774,204348,P1002,71.27
9002775,210633,P1003,101.69
9002776,202602,P1001,85.35
9002777,208505,P1005,99.49
9002778,209224,P1001,59.87
9002779,208365,P1002,43.16
9002780,210729,P1003,67.01
9002781,202947,P1005,55.13
9002782,208228,P1004,121.48
9002783,202039,P1002,112.8
9002784,205940,P1001,168.67
9002785,208446,P1002,135.73
9002786,211636,P1003,57.03
9002787,202310,P1004,38.13
9002788,202313,P1001,62.74
9002789,200652,P1004,66.98
9002790,200968,P1002,68.16
9002791,206640,P1006,21.46
9002792,202546,P1006,75
9002793,202891,P1006,22.12
9002794,205824,P1006,43.91
9002795,204397,P1001,39.63
9002796,208896,P1005,9.4
9002797,204674,P1004,43.09
9002798,201150,P1004,37.91
9002799,204718,P1006,128.17
9002800,211268,P1005,87.98
9002801,203601,P1003,28.53
9002802,205964,P1001,206.93
9002803,204477,P1005,53.09
9002804,209647,P1004,162.97
9002805,200107,P1004,224.91
9002806,208359,P1005,110.18
9002807,204305,P1006,270.63
9002808,201082,P1001,37.6
9002809,208403,P1003,47.86
9002810,209880,P1004,182.89
9002811,205574,P1004,271.47
9002812,204047,P1004,80.65
9002813,201435,P1001,27.8
9002814,206537,P1001,137.27
9002815,211057,P1001,115.9
9002816,207452,P1005,117.17
9002817,203293,P1003,239.82
9002818,204136,P1001,153.78
9002819,208994,P1006,67.12
9002820,203037,P1004,53.26
9002821,205953,P1003,157.64
9002822,204906,P1004,31.58
9002823,204056,P1005,106.73
9002824,208754,P1004,72.98
9002825,209437,P1004,190.2
9002826,207808,P1006,96.84
9002827,208257,P1003,37.47
9002828,205858,P1006,38.25
9002829,204584,P1002,147.76
9002830,209747,P1002,116.9
9002831,204140,P1005,197.98
9002832,202307,P1002,101.72
9002833,201945,P1002,136.66
9002834,210641,P1003,54.68
9002835,205669,P1001,21.82
9002836,204739,P1005,26.13
9002837,207367,P1001,12.89
9002838,200258,P1001,58.18
9002839,200769,P1001,126.99
9002840,206398,P1006,102.85
9002841,208038,P1004,104.51
9002842,205656,P1001,155.29
9002843,208690,P1002,18.32
9002844,203260,P1002,116.05
9002845,201962,P1005,102.96
9002846,206397,P1002,114.71
9002847,211833,P1004,35.97
9002848,208371,P1005,58.38
9002849,207112,P1003,22.19
9002850,211190,P1006,42.29
9002851,200523,P1002,56.15
9002852,200426,P1005,69.33
9002853,205384,P1003,113.89
9002854,206951,P1001,359.25
9002855,204087,P1001,175.73
9002856,211522,P1002,6.51
9002857,202848,P1001,133.16
9002858,204149,P1001,45.49
9002859,209354,P1005,43.2
9002860,210918,P1001,157.81
9002861,206987,P1003,5.82
9002862,204023,P1004,68.31
9002863,208023,P1001,43.72
9002864,208822,P1002,107.18
9002865,207573,P1006,60.71
9002866,204904,P1004,58.14
9002867,200882,P1001,127.28
9002868,207603,P1003,47.28
9002869,207548,P1005,99.06
9002870,208012,P1006,23.72
9002871,207268,P1005,98.77
9002872,201724,P1001,157.2
9002873,200520,P1004,156.27
9002874,202189,P1005,2.4
9002875,200473,P1001,142.58
9002876,206161,P1006,81.62
9002877,207927,P1006,103.23
9002878,201905,P1006,256.65
9002879,207794,P1005,38.84
9002880,209917,P1004,172.23
9002881,203651,P1004,85.93
9002882,207704,P1006,97.05
9002883,209705,P1005,29.21
9002884,200960,P1004,91.91
9002885,211252,P1003,41.37
9002886,210352,P1003,40.84
9002887,208005,P1003,104.83
9002888,209568,P1005,128.08
9002889,211326,P1001,116.32
9002890,210283,P1002,30.81
9002891,200933,P1004,148.15
9002892,200073,P1006,100.44
9002893,211622,P1003,116.63
9002894,201153,P1003,9.13
9002895,206234,P1004,121.01
9002896,201817,P1002,51.17
9002897,210412,P1001,68.78
9002898,201038,P1002,104.13
9002899,207250,P1001,101.57
9002900,207745,P1006,52.49
9002901,204727,P1002,33.24
9002902,211501,P1001,16.8
9002903,206244,P1002,68.74
9002904,208709,P1005,95.75
9002905,207039,P1001,65.16
9002906,200743,P1003,186.68
9002907,205874,P1003,96.61
9002908,210732,P1001,60.27
9002909,209065,P1001,49.57
9002910,204097,P1005,132.39
9002911,201994,P1004,76.29
9002912,205554,P1005,26.97
9002913,205179,P1003,132.82
9002914,208588,P1002,91.38
9002915,210653,P1003,49.37
9002916,207043,P1001,87.77
9002917,203032,P1006,34.54
9002918,210412,P1001,17.28
9002919,201192,P1001,68.1
9002920,202352,P1006,79.61
9002921,201649,P1004,109.89
9002922,202712,P1002,33.52
9002923,210109,P1003,144.08
9002924,201627,P1003,8.38
9002925,203550,P1006,109.43
9002926,203029,P1004,65.88
9002927,205630,P1006,116.11
9002928,206183,P1002,91.43
9002929,208518,P1002,54.61
9002930,201348,P1005,209.67
9002931,201150,P1006,71.94
9002932,210514,P1002,155.43
9002933,209832,P1002,47.83
9002934,209696,P1001,35.38
9002935,207296,P1005,81.13
9002936,209156,P1001,38.51
9002937,206891,P1005,8.52
9002938,211442,P1006,315.16
9002939,206857,P1006,60.51
9002940,206711,P1001,113.06
9002941,204415,P1006,116.26
9002942,208286,P1001,149.36
9002943,202692,P1004,53.79
9002944,203371,P1003,111.71
9002945,204249,P1005,53.12
9002946,210971,P1001,30.37
9002947,200380,P1001,61.78
9002948,210137,P1006,49.37
9002949,206828,P1005,89.87
9002950,207680,P1001,82.31
9002951,205610,P1005,20.9
9002952,202309,P1005,73.78
9002953,200265,P1002,130.18
9002954,206952,P1003,69.24
9002955,202170,P1001,23.55
9002956,204331,P1006,163.37
9002957,211206,P1005,115.8
9002958,202402,P1003,49.22
9002959,208363,P1003,175.11
9002960,205722,P1003,19.56
9002961,202862,P1002,123.8
9002962,207497,P1004,108.57
9002963,211766,P1002,100.47
9002964,210474,P1005,271.9
9002965,210113,P1005,35.04
9002966,204589,P1006,44.19
9002967,208396,P1001,99.44
9002968,202358,P1004,70.38
9002969,211284,P1005,114.19
9002970,203652,P1003,47.39
9002971,201353,P1004,86.23
9002972,206854,P1005,32.65
9002973,203587,P1003,117.95
9002974,207514,P1005,190.96
9002975,205071,P1004,27.56
9002976,203999,P1006,116.31
9002977,200441,P1002,67.63
9002978,210055,P1002,29.04
9002979,207112,P1006,54.05
9002980,205062,P1002,105.86
9002981,209921,P1001,52.99
9002982,206688,P1003,120.36
9002983,206920,P1003,41.8
9002984,209604,P1004,128.92
9002985,205819,P1003,47.85
9002986,210576,P1002,144.73
9002987,211491,P1002,220.69
9002988,205651,P1003,116.68
9002989,209966,P1001,59.59
9002990,200380,P1003,29.25
9002991,207328,P1005,196.39
9002992,209036,P1003,183.17
9002993,210329,P1006,59.02
9002994,201932,P1006,30.5
9002995,211204,P1003,46.4
9002996,206953,P1006,68.28
9002997,206399,P1006,210.6
9002998,210701,P1005,96.55
9002999,207621,P1004,128.2
9003000,207281,P1001,31.97
9003001,210015,P1002,53.23
9003002,210328,P1002,66.41
9003003,206052,P1005,45.48
9003004,205075,P1002,251.46
9003005,204732,P1003,88.81
9003006,201325,P1004,79
9003007,202670,P1005,35.78
9003008,205113,P1001,28.22
9003009,204239,P1003,7.27
9003010,209945,P1005,324.06
9003011,203168,P1004,150.45
9003012,203070,P1004,177.02
9003013,207137,P1004,50.07
9003014,211457,P1003,86.48
9003015,203548,P1002,175.29
9003016,201763,P1006,82.64
9003017,203366,P1002,147.15
9003018,208339,P1005,87.94
9003019,207813,P1006,24.85
9003020,209551,P1005,120.12
9003021,203192,P1006,32.36
9003022,202867,P1004,113.24
9003023,206043,P1004,45.41
9003024,208895,P1004,126.54
9003025,205651,P1005,40.87
9003026,210956,P1003,237.01
9003027,202138,P1001,10.87
9003028,203950,P1003,114.17
9003029,202139,P1004,80.54
9003030,203128,P1006,50.25
9003031,202566,P1004,135.81
9003032,203721,P1006,26.62
9003033,208194,P1003,34.19
9003034,206058,P1005,72.35
9003035,205388,P1003,252.52
9003036,210601,P1005,68.77
9003037,201945,P1001,229.3
9003038,203992,P1004,52.67
9003039,207540,P1002,91.77
9003040,211447,P1006,53.11
9003041,205304,P1005,78.27
9003042,209272,P1004,172.69
9003043,200610,P1005,151.14
9003044,206811,P1006,40.75
9003045,211640,P1001,294.23
9003046,208161,P1001,53.31
9003047,209240,P1003,116.98
9003048,211536,P1004,42.98
9003049,204472,P1003,129.38
9003050,201533,P1002,248.7
9003051,208281,P1003,41.53
9003052,205850,P1005,106.96
9003053,201472,P1002,294.79
9003054,203868,P1001,52.92
9003055,211659,P1001,39.23
9003056,211114,P1003,216.89
9003057,201409,P1006,274.39
9003058,206135,P1003,45.96
9003059,204807,P1006,126.62
9003060,204061,P1002,127.96
9003061,211154,P1001,62.74
9003062,201249,P1003,10.65
9003063,211914,P1003,36.16
9003064,210539,P1004,41.11
9003065,209416,P1001,84.5
9003066,201509,P1002,87.05
9003067,206927,P1004,40.87
9003068,206279,P1003,26.54
9003069,207206,P1004,71.15
9003070,209834,P1005,84.67
9003071,200309,P1001,77.28
9003072,208005,P1003,8.87
9003073,205606,P1003,351.3
9003074,209953,P1001,165.03
9003075,207528,P1005,273.88
9003076,207000,P1004,74.21
9003077,201463,P1002,309.14
9003078,208888,P1002,112.74
9003079,200196,P1002,46.51
9003080,206943,P1001,48.48
9003081,203595,P1004,138.14
9003082,205624,P1005,104.11
9003083,211558,P1002,103.31
9003084,209399,P1004,99.74
9003085,209199,P1004,57.75
9003086,203851,P1003,21.51
9003087,210202,P1001,101.58
9003088,202126,P1004,15.51
9003089,209832,P1003,54.82
9003090,201394,P1004,101.2
9003091,202093,P1003,77.64
9003092,201113,P1005,164.11
9003093,203729,P1002,136.49
9003094,208405,P1005,140.96
9003095,202331,P1006,140.86
9003096,203209,P1006,10.68
9003097,207820,P1002,137.33
9003098,210904,P1004,89.5
9003099,209080,P1001,81.11
9003100,201830,P1002,6.62
9003101,207142,P1006,66.44
9003102,206043,P1004,214.96
9003103,208508,P1002,78.45
9003104,209587,P1003,216.97
9003105,206970,P1002,100.12
9003106,208505,P1005,97.53
9003107,206063,P1005,79.23
9003108,200273,P1006,32.07
9003109,208731,P1002,244.11
9003110,209063,P1004,182.58
9003111,209000,P1005,85.53
9003112,211403,P1004,154.88
9003113,210544,P1005,64.45
9003114,202769,P1002,90.48
9003115,201683,P1004,99.06
9003116,209947,P1006,103.37
9003117,200349,P1004,43.56
9003118,206814,P1003,69.28
9003119,202507,P1002,176.71
9003120,202769,P1002,36.82
9003121,207773,P1003,1.86
9003122,211700,P1006,89.37
9003123,203270,P1004,107.75
9003124,210957,P1006,60.82
9003125,203949,P1001,85.19
9003126,209542,P1006,83.16
9003127,204362,P1004,95.99
9003128,200027,P1006,143.48
9003129,200149,P1003,77.08
9003130,207966,P1002,39.08
9003131,210635,P1001,62.81
9003132,205331,P1004,192.12
9003133,209413,P1005,31.89
9003134,203179,P1004,20.78
9003135,201521,P1001,86.1
9003136,210192,P1004,62.41
9003137,208335,P1004,13.04
9003138,202025,P1003,39.25
9003139,204175,P1004,133.33
9003140,201477,P1005,103.3
9003141,202981,P1004,59.13
9003142,207204,P1002,195.64
9003143,210498,P1004,33.23
9003144,207576,P1006,65.79
9003145,202703,P1001,60.45
9003146,209330,P1001,123.26
9003147,201362,P1003,23.94
9003148,203484,P1006,78.57
9003149,201447,P1001,346.08
9003150,207905,P1001,43.47
9003151,203869,P1003,173.5
9003152,208769,P1001,68.72
9003153,201028,P1002,50.12
9003154,211541,P1002,91.27
9003155,202257,P1006,83.22
9003156,211877,P1002,32.56
9003157,207117,P1004,190.7
9003158,209029,P1004,158.46
9003159,211436,P1001,276.58
9003160,203466,P1006,128.71
9003161,201248,P1002,167.23
9003162,205271,P1006,81.86
9003163,202149,P1005,83.14
9003164,203124,P1001,186.59
9003165,204296,P1005,49.82
9003166,204536,P1001,82.65
9003167,201405,P1005,93.17
9003168,201872,P1003,88.75
9003169,211218,P1005,187.33
9003170,208387,P1006,168.2
9003171,203355,P1004,51.69
9003172,201873,P1004,126.76
9003173,201595,P1003,228.29
9003174,209324,P1003,56.96
9003175,210012,P1001,80.13
9003176,204947,P1001,23.96
9003177,204024,P1004,41.54
9003178,205334,P1006,24.88
9003179,202892,P1002,94.05
9003180,211473,P1005,146.06
9003181,200272,P1006,303.68
9003182,208395,P1005,20.71
9003183,204244,P1005,92.91
9003184,200567,P1006,89.2
9003185,209135,P1004,8.23
9003186,209927,P1005,70.31
9003187,211742,P1004,140.14
9003188,207082,P1006,72.67
9003189,208207,P1001,107.42
9003190,209513,P1004,31.05
9003191,210407,P1003,72
9003192,206193,P1003,118.18
9003193,204499,P1006,63.08
9003194,206616,P1002,153.6
9003195,201715,P1004,163.82
9003196,209222,P1001,64.78
9003197,200154,P1002,278.09
9003198,207218,P1001,130.52
9003199,206542,P1001,88.94
9003200,201646,P1005,63.84
9003201,205499,P1005,54.08
9003202,209383,P1006,149.48
9003203,211353,P1004,34.61
9003204,203896,P1004,105.47
9003205,210649,P1004,117.75
9003206,202464,P1001,151.63
9003207,202827,P1004,259.42
9003208,206744,P1001,37.69
9003209,205027,P1005,365.98
9003210,203605,  ,135.01
9003211,209866,P1005,216.75
9003212,209704,P1004,82.03
9003213,208789,P1006,133.64
9003214,209334,P1002,49.32
9003215,211927,P1006,128.53
9003216,211504,P1002,57.28
9003217,207973,P1006,69.61
9003218,201111,P1004,142.82
9003219,204705,P1006,69.96
9003220,208612,P1002,115.67
9003221,206697,P1004,113.18
9003222,203878,P1006,41.07
9003223,208646,P1003,116.13
9003224,210635,P1003,3.18
9003225,211116,P1003,173.91
9003226,200459,P1003,61.26
9003227,203131,P1006,51.69
9003228,204378,P1004,202.49
9003229,205582,P1002,46.29
9003230,204839,P1002,128.23
9003231,204072,P1002,170.42
9003232,208481,P1003,115.04
9003233,201463,P1001,106.23
9003234,202017,P1004,33.27
9003235,202397,P1002,34.82
9003236,209021,P1004,184.48
9003237,204008,P1005,0.66
9003238,201046,P1006,120.46
9003239,202979,P1003,144.2
9003240,206491,P1006,113.47
9003241,207376,P1002,91.71
9003242,210379,P1002,31.27
9003243,211716,P1005,57.8
9003244,207148,P1003,109.15
9003245,204885,P1005,232.97
9003246,207834,P1001,119.32
9003247,209046,P1002,24.7
9003248,208818,P1002,171.41
9003249,203664,P1003,67.87
9003250,203678,P1003,146.49
9003251,207831,P1002,105.07
9003252,204974,P1005,258.06
9003253,211775,P1006,136.2
9003254,206909,P1006,65.09
9003255,209906,P1004,41.67
9003256,204391,P1004,164.84
9003257,207059,P1006,25.33
9003258,203745,P1005,263.12
9003259,211575,P1002,67.19
9003260,211747,P1001,19.16
9003261,201088,P1006,66.15
9003262,200023,P1004,27.06
9003263,204016,P1005,181.37
9003264,203320,P1006,55.05
9003265,202042,P1001,44.98
9003266,201845,P1004,81.82
9003267,207123,P1005,65.52
9003268,205004,P1003,61.53
9003269,208698,P1005,37.82
9003270,210506,P1003,136.69
9003271,210368,P1005,72.6
9003272,207542,P1004,147.02
9003273,201391,P1003,215.12
9003274,211192,P1006,443.53
9003275,200834,P1005,144.63
9003276,201095,P1006,121.39
9003277,201153,P1001,74.61
9003278,211785,P1004,57.84
9003279,207761,P1001,166.12
9003280,209992,P1003,89.5
9003281,204266,P1005,67.41
9003282,210593,P1001,30.1
9003283,206951,P1003,42.18
9003284,205406,P1005,113.14
9003285,210320,P1006,6.6
9003286,201221,P1004,79.84
9003287,209150,P1001,17.52
9003288,208662,P1003,37.67
9003289,202888,P1004,52.47
9003290,201195,P1006,58.39
9003291,203218,P1002,74.47
9003292,211855,P1004,252.31
9003293,202938,P1003,169.66
9003294,201764,P1002,20.35
9003295,211585,P1004,66.14
9003296,205733,P1004,151.22
9003297,200302,P1003,41.75
9003298,205435,P1002,44.75
9003299,209138,P1004,242.39
9003300,201665,P1005,21.39
9003301,206649,P1004,38.03
9003302,201788,P1005,21.75
9003303,204770,P1001,102.07
9003304,205257,P1004,160.46
9003305,202829,P1001,84.3
9003306,203940,P1001,70.2
9003307,206112,P1002,118.25
9003308,206444,P1005,98.23
9003309,202088,P1004,142.19
9003310,206876,P1004,101.53
9003311,211032,P1002,243.03
9003312,208749,P1001,134.36
9003313,210673,P1004,67.34
9003314,207377,P1006,75.66
9003315,209994,P1001,17.2
9003316,205547,P1005,19.36
9003317,211467,P1004,196
9003318,206691,P1002,75.92
9003319,208294,P1005,301.83
9003320,208079,P1002,132.45
9003321,205465,P1005,37.2
9003322,203093,P1005,66.58
9003323,205322,P1004,48.93
9003324,208777,P1001,129.08
9003325,204634,P1003,158.16
9003326,208084,P1003,31.06
9003327,209060,P1005,60.3
9003328,207793,P1002,57.13
9003329,208347,P1006,90.53
9003330,203193,P1006,68.93
9003331,201752,P1003,122.22
9003332,203663,P1001,131.9
9003333,204821,P1004,182.22
9003334,207990,P1002,92.56
9003335,202937,P1003,102.66
9003336,200658,P1006,138.08
9003337,207006,P1003,126.07
9003338,203954,P1004,131.66
9003339,211090,P1005,53.7
9003340,204581,P1003,119.89
9003341,208803,P1005,37.53
9003342,201514,P1004,133.12
9003343,204374,P1001,17.27
9003344,207557,P1001,164.12
9003345,209809,P1002,82.31
9003346,211792,P1006,38.04
9003347,200144,P1001,174.52
9003348,211043,P1001,78.6
9003349,203945,P1003,117.12
9003350,200807,P1006,48.14
9003351,205917,P1001,293.59
9003352,206383,P1005,87.29
9003353,208462,P1002,263.8
9003354,204073,P1003,13.34
9003355,205915,P1006,82.41
9003356,211737,P1006,10.13
9003357,203783,P1006,47.46
9003358,207731,P1001,64.36
9003359,208668,P1004,46.17
9003360,209606,P1006,83.16
9003361,211283,P1004,28.34
9003362,200351,P1004,55.76
9003363,204257,P1003,135.59
9003364,206743,P1002,68.44
9003365,205220,P1001,48.12
9003366,202793,P1002,82.35
9003367,207748,P1003,104.02
9003368,204662,P1006,28.09
9003369,203053,P1005,27.51
9003370,205776,P1006,37.23
9003371,201806,P1004,119.45
9003372,207975,P1005,58.36
9003373,207226,P1004,83.27
9003374,204677,P1001,186.77
9003375,204278,P1005,106.9
9003376,209898,P1005,73.21
9003377,211686,P1005,123.56
9003378,204319,P1002,70.72
9003379,209626,P1004,99.4
9003380,202955,P1006,38.99
9003381,201889,P1005,66.98
9003382,205840,P1004,151.63
9003383,206493,P1002,133.55
9003384,210565,P1003,129.35
9003385,205949,P1005,118.93
9003386,211622,P1003,38.1
9003387,210632,P1003,19.57
9003388,201396,P1001,179.14
9003389,204298,P1004,32.17
9003390,201959,P1005,86.64
9003391,208834,P1005,149.94
9003392,200906,P1001,60.51
9003393,201646,P1003,79.59
9003394,201768,P1005,84.23
9003395,211112,P1001,37.08
9003396,210625,P1003,119.03
9003397,206735,P1004,128.65
9003398,208555,P1001,101.89
9003399,202995,P1003,30.33
9003400,209404,P1004,94.46
9003401,209028,P1005,133.09
9003402,209133,P1006,115.59
9003403,205933,P1005,41.69
9003404,203910,P1001,8.34
9003405,208209,P1005,126.02
9003406,204798,P1006,68.84
9003407,206800,P1005,70.65
9003408,204155,P1003,155.71
9003409,206612,P1006,118.86
9003410,206241,P1005,136.47
9003411,209105,P1004,145.5
9003412,200971,P1003,30.9
9003413,200355,P1002,129.46
9003414,206260,P1003,39.89
9003415,209219,P1003,45.56
9003416,205286,P1005,289.71
9003417,206906,P1003,47.22
9003418,206870,P1005,135.75
9003419,204460,P1006,37.09
9003420,211019,P1004,91.77
9003421,203956,P1001,191.04
9003422,211220,P1005,72.05
9003423,204174,P1005,221.68
9003424,204899,P1002,59.69
9003425,205687,P1001,10.52
9003426,201135,P1004,87.25
9003427,201949,P1001,107.93
9003428,211634,P1004,68.82
9003429,206703,P1004,124.73
9003430,201955,P1006,40.31
9003431,210710,P1006,117.32
9003432,210902,P1001,63.2
9003433,207322,P1002,39.53
9003434,201415,P1004,95.91
9003435,210211,P1001,194.17
9003436,205361,P1006,261.66
9003437,210211,P1001,105.2
9003438,203492,P1005,68.62
9003439,206408,P1002,29.04
9003440,203155,P1004,201.8
9003441,208803,P1003,41.2
9003442,206151,P1006,158.02
9003443,202147,P1003,153.43
9003444,206272,P1004,104.14
9003445,204091,P1006,100.29
9003446,209360,P1002,91.62
9003447,208128,P1005,20.85
9003448,206369,P1005,210.65
9003449,207318,P1006,75.84
9003450,211512,P1005,66.82
9003451,206947,P1006,30.54
9003452,208040,P1002,57.36
9003453,204655,P1003,192.31
9003454,206537,P1001,96.54
9003455,200445,P1006,91.05
9003456,210035,P1006,134.67
9003457,209300,P1004,79.62
9003458,211363,P1005,46.19
9003459,208806,P1006,122.75
9003460,202368,P1005,48.96
9003461,207293,P1006,212.26
9003462,211111,P1001,71.36
9003463,200947,P1004,54.83
9003464,210721,P1004,86.25
9003465,202964,P1004,84.01
9003466,207121,P1004,50.15
9003467,211404,P1001,76.14
9003468,206408,P1006,75.58
9003469,204245,P1001,52.51
9003470,205558,P1004,40.1
9003471,206283,P1004,129.43
9003472,208715,P1005,87.69
9003473,204418,P1002,70.19
9003474,207123,P1006,30.13
9003475,207449,P1003,31.28
9003476,206789,P1006,165.2
9003477,205982,P1003,66.82
9003478,210747,P1003,21.16
9003479,200915,P1002,52.05
9003480,210706,P1005,231.86
9003481,207541,P1005,131.42
9003482,211919,P1006,64.65
9003483,206273,P1004,95.06
9003484,205014,P1004,167.02
9003485,207767,P1002,64.73
9003486,208505,P1006,133.24
9003487,205132,P1003,46.97
9003488,201035,P1001,96.12
9003489,206071,P1003,47.37
9003490,211877,P1003,179.17
9003491,211351,P1001,43.16
9003492,206050,P1006,45.28
9003493,206126,P1004,32.82
9003494,204268,P1003,175.78
9003495,203881,P1003,102.47
9003496,208325,P1004,130.72
9003497,210573,P1005,57.66
9003498,205110,P1002,44.91
9003499,207884,P1003,44.86
9003500,206742,P1006,282.41
9003501,205520,P1004,112.08
9003502,206234,P1001,21.88
9003503,203259,P1006,76.63
9003504,208855,P1005,228.83
9003505,209250,P1002,22.73
9003506,205353,P1004,24.05
9003507,203610,P1001,30.32
9003508,200617,P1003,34.31
9003509,202025,P1004,237.24
9003510,211011,P1002,103.06
9003511,201996,P1005,129.28
9003512,210421,P1005,29.7
9003513,201928,P1006,100.01
9003514,204684,P1003,48.35
9003515,204505,P1005,112.06
9003516,207922,P1004,105.42
9003517,207339,P1003,69.98
9003518,208088,P1005,139.21
9003519,207604,P1004,116.26
9003520,207775,P1006,69.98
9003521,210029,P1005,42.96
9003522,208862,P1005,119.27
9003523,203441,P1003,134.47
9003524,201500,P1004,65.35
9003525,207213,P1003,58.14
9003526,203296,P1005,15.1
9003527,210209,P1004,92.06
9003528,207404,P1003,91.21
9003529,202959,P1001,76.11
9003530,210014,P1002,92.34
9003531,202642,P1002,63.28
9003532,208411,P1004,84.56
9003533,207715,P1005,239.18
9003534,202145,P1004,164.58
9003535,208830,P1002,67.78
9003536,202875,P1003,36.1
9003537,200125,P1003,83.69
9003538,207899,P1005,88.2
9003539,200603,P1006,81.49
9003540,209977,P1003,85.39
9003541,200532,P1004,21.58
9003542,206692,P1003,27.85
9003543,201809,P1001,99.39
9003544,205245,P1003,54.97
9003545,207280,P1003,46
9003546,201980,P1003,210.35
9003547,201660,P1005,34.33
9003548,201211,P1003,60.86
9003549,206117,P1003,56.41
9003550,203689,P1002,10.53
