customer_id,type_cd,age,created_at,end_date
202926,B,36,06/01/2025,
202927,B,38,12/07/2022,25/12/2023
202928,B,18,20/05/2022,
202929,A,23,11/03/2022,
202930,A,41,11/01/2025,
202931,P,51,05/05/2025,
202932,A,42,14/11/2022,
202933,A,38,06/02/2022,
202934,A,41,02/12/2022,
202935,B,49,12/04/2025,14/10/2025
202936,B,35,03/10/2024,
202937,A,48,14/04/2023,
202938,A,51,31/08/2024,
202939,P,47,18/02/2025,
202940,B,57,21/11/2022,
202941,B,42,05/06/2022,12/12/2023
202942,A,48,14/06/2025,
202943,B,25,04/08/2022,17/09/2024
202944,B,35,01/04/2022,19/12/2022
202945,A,77,17/07/2025,
202946,A,26,24/08/2024,
202947,A,18,16/12/2024,
202948,A,41,01/11/2024,
202949,B,45,06/08/2024,
202949,A,60,27/01/2023,
202951,B,50,08/05/2024,13/06/2025
202952,P,49,11/01/2023,
202953,P,31,15/12/2022,
202954,P,64,08/05/2025,
202955,A,61,26/12/2022,
202956,B,60,13/02/2022,
202957,A,43,13/06/2022,
202958,A,52,25/08/2023,
202959,A,34,03/01/2024,
202960,P,37,19/03/2022,
202961,B,52,16/07/2024,25/05/2025
202962,B,50,16/10/2023,
202963,A,35,04/10/2022,
202964,A,38,14/10/2024,
202965,A,55,18/07/2023,
202966,B,54,10/01/2024,22/06/2024
202967,A,39,11/12/2022,
202968,A,46,26/07/2024,
202969,A,24,22/04/2022,
202970,A,47,08/07/2023,
202971,A,42,02/07/2023,
202972,A,47,08/03/2023,
202973,A,45,10/10/2022,
202974,A,63,17/11/2023,
202975,B,51,11/02/2025,18/04/2027
202976,A,43,29/12/2024,
202977,A,50,20/03/2023,
202978,B,43,08/02/2022,
202979,B,32,02/08/2022,
202980,B,41,30/05/2023,
202981,A,18,09/03/2025,
202982,B,48,06/09/2022,
202983,A,42,09/02/2022,
202984,A,50,21/03/2024,
202985,A,30,23/02/2025,
202986,P,36,05/12/2023,
202987,B,39,09/11/2022,03/09/2024
202988,B,32,05/10/2023,26/02/2026
202989,B,20,14/08/2023,
202990,A,41,25/03/2024,
202991,P,30,28/05/2024,
202992,P,62,28/03/2024,
202993,A,42,03/06/2025,
202994,A,45,25/04/2023,
202995,P,52,26/03/2024,
202996,A,30,04/12/2023,
202997,B,56,17/08/2024,29/12/2026
202998,P,40,19/01/2025,
202999,P,62,23/08/2024,
203000,B,53,12/03/2023,
203001,B,60,10/06/2024,
203002,B,42,25/01/2022,
203003,B,32,23/09/2022,28/01/2024
203004,A,46,27/12/2022,
203005,B,32,09/04/2022,03/07/2022
203006,A,46,11/12/2022,
203007,A,43,06/06/2023,
203008,A,41,07/03/2025,
203009,A,37,20/05/2024,
203010,P,54,22/07/2024,
203011,B,70,12/09/2022,23/09/2024
203012,B,28,14/12/2022,
203013,P,31,04/02/2023,
203014,A,40,23/08/2023,
203015,P,78,11/01/2022,
203016,A,35,29/11/2022,
203017,A,68,19/02/2024,
203018,B,38,07/09/2024,03/01/2025
203019,P,42,26/10/2022,
203020,A,43,08/09/2023,
203021,A,29,15/04/2025,
203022,A,54,08/02/2022,
203023,B,42,29/03/2024,
203024,A,25,24/01/2022,
203025,X,54,11/09/2022,10/05/2024
203026,A,53,24/12/2022,
203027,A,43,25/04/2023,
203028,P,57,24/10/2024,
203029,P,53,06/03/2025,
203030,A,33,25/06/2024,
203031,P,70,25/04/2025,
203032,A,45,05/06/2024,
203033,B,42,11/03/2022,
203034,X,66,04/07/2024,
203035,B,50,02/01/2025,
203036,A,38,05/12/2023,
203037,A,54,23/06/2025,
203038,P,28,18/01/2025,
203039,A,65,29/06/2025,
203040,B,18,25/03/2024,
203041,A,49,13/06/2023,
203042,A,29,26/10/2023,
203043,B,44,04/03/2025,
203044,A,35,12/07/2024,
203045,A,35,16/05/2023,
203046,A,50,07/02/2022,
203047,A,56,19/06/2022,
203048,A,46,10/11/2022,
203049,A,51,19/05/2023,
203050,A,39,27/05/2025,
203051,A,44,22/10/2022,
203052,A,60,02/02/2024,
203053,B,31,15/04/2022,
203053,A,58,08/06/2025,
203055,A,33,15/09/2022,
203056,X,42,04/02/2024,
203057,A,43,12/11/2024,
203058,B,30,01/04/2024,
203059,P,48,16/02/2022,
203060,P,44,06/05/2022,
203061,B,60,29/08/2024,
203062,A,49,09/08/2022,
203063,B,57,20/06/2023,
203064,B,50,15/04/2024,22/04/2025
203065,A,72,17/11/2022,
203066,A,47,29/08/2022,
203067,A,38,08/07/2022,
203068,B,28,14/01/2024,
203069,A,35,11/09/2022,
203070,B,46,20/09/2024,15/12/2025
203071,B,44,28/09/2022,
203072,A,71,05/08/2024,
203073,A,45,22/05/2022,
203074,A,46,08/04/2024,
203075,P,64,29/05/2022,
203076,P,59,31/10/2022,
203077,B,57,30/07/2023,01/02/2024
203078,A,26,07/08/2022,
203079,B,38,25/12/2022,
203080,A,38,07/12/2024,
203081,X,62,14/06/2025,
203082,A,65,21/07/2024,
203083,P,41,16/08/2024,
203084,A,56,08/06/2022,
203085,A,61,23/10/2022,
203086,A,45,25/12/2024,
203087,A,46,28/03/2024,
203088,A,59,28/05/2024,
203089,A,50,07/07/2024,
203090,B,33,18/10/2024,
203091,P,46,28/02/2022,
203092,A,46,13/05/2023,
203093,P,42,19/05/2023,
203094,B,40,23/01/2022,16/02/2023
203095,A,43,10/10/2023,
203096,X,31,27/06/2024,
203097,A,34,26/05/2025,
203098,A,40,27/06/2024,
203099,P,28,11/09/2022,
203100,A,30,31/12/2023,
203101,P,33,23/03/2025,
203102,A,56,03/05/2025,
203103,B,34,15/11/2024,
203104,A,65,09/02/2022,
203105,A,34,30/05/2025,
203106,B,33,05/02/2023,
203107,A,46,10/01/2022,
203108,A,49,28/04/2022,
203109,B,47,15/07/2024,08/12/2026
203110,P,50,10/02/2023,
203111,A,43,13/04/2023,
203112,B,48,28/11/2023,
203113,P,45,22/10/2022,
203114,P,30,05/04/2025,
203115,A,23,02/10/2022,
203116,P,28,26/09/2022,
203117,P,35,21/06/2024,
203118,B,52,02/02/2022,12/10/2022
203119,A,39,01/05/2025,
203120,X,68,25/10/2022,17/10/2023
203121,A,44,20/03/2023,
203122,P,32,12/07/2023,
203123,A,31,06/02/2023,
203124,P,40,05/12/2024,
203125,B,53,09/09/2023,
203126,A,40,21/12/2023,
203127,P,47,23/05/2025,
203128,A,35,11/08/2023,
203129,A,25,05/02/2025,
203130,A,18,28/10/2023,
203131,A,46,06/01/2024,
203132,P,38,18/10/2024,
203133,A,55,08/08/2024,
203134,A,54,01/12/2022,
203135,A,35,11/10/2024,
203136,P,50,21/01/2023,
203137,B,42,06/08/2024,
203138,A,31,19/01/2023,
203139,A,38,28/03/2025,
203140,A,44,08/03/2023,
203141,A,57,17/07/2024,
203142,A,34,26/05/2025,
203143,B,31,21/09/2022,26/12/2024
203144,A,33,15/06/2022,
203145,A,62,12/10/2022,
203146,B,43,28/05/2025,
203147,A,40,14/10/2024,
203148,P,35,20/03/2025,
203149,A,37,15/08/2024,
203150,B,38,01/11/2022,
203151,A,27,05/11/2022,
203152,A,47,27/12/2023,
203153,B,64,08/05/2022,06/09/2024
203154,P,43,05/09/2024,
203155,B,36,20/06/2022,
203156,A,51,27/11/2023,
203157,A,45,01/04/2025,
203158,B,58,03/05/2023,05/01/2024
203159,P,41,19/09/2022,
203160,A,72,11/01/2023,
203161,P,44,17/01/2022,
203162,A,62,03/09/2023,
203163,P,40,01/03/2023,
203164,A,43,20/07/2023,
203165,X,48,13/05/2025,29/10/2026
203166,B,36,09/08/2022,14/09/2024
203167,B,67,28/09/2024,29/10/2025
203168,A,18,15/03/2022,
203169,A,53,28/11/2023,
203170,A,30,08/06/2025,
203171,B,48,12/07/2024,
203172,A,38,27/08/2024,
203173,A,48,05/07/2025,
203174,B,51,24/01/2023,
203175,B,36,28/04/2025,12/12/2025
203176,B,47,29/06/2025,
203177,B,19,01/05/2025,
203178,B,38,24/05/2025,02/08/2026
203179,B,60,16/12/2023,
203180,P,62,24/12/2024,
203181,A,60,01/05/2022,
203182,A,44,15/10/2024,
203183,B,55,12/08/2022,
203184,A,32,11/02/2023,
203185,P,44,07/05/2024,
203186,B,36,12/12/2022,
203187,P,38,07/07/2025,
203188,A,33,28/10/2022,
203189,P,58,04/07/2024,
203190,P,60,08/01/2023,
203191,P,30,21/06/2022,
203192,A,48,11/05/2024,
203193,A,52,02/02/2023,
203194,A,53,15/02/2022,
203195,A,42,30/01/2023,
203196,A,46,15/10/2022,
203197,A,53,08/09/2023,
203198,B,33,22/09/2024,28/04/2025
203199,B,52,12/01/2022,01/04/2022
203200,B,28,19/05/2024,06/03/2026
203201,A,45,27/12/2022,
203202,B,62,07/07/2023,19/01/2024
203203,B,50,16/01/2023,
203204,B,48,27/05/2024,
203205,B,32,29/01/2022,
203206,A,53,16/02/2023,
203207,B,64,08/12/2023,
203208,A,61,05/05/2023,
203209,P,44,09/12/2023,
203210,A,56,06/04/2023,
203211,A,40,24/11/2023,
203212,X,49,06/10/2024,
203213,A,29,03/04/2024,
203214,A,25,14/04/2022,
203215,B,30,19/04/2025,11/02/2026
203216,B,44,17/10/2023,05/04/2025
203217,B,37,27/09/2022,12/12/2024
203218,P,61,04/10/2023,
203219,A,44,09/03/2022,
203220,X,59,26/07/2024,01/06/2026
203221,B,54,18/01/2024,
203222,P,50,20/02/2025,
203223,B,59,18/02/2025,03/11/2025
203224,P,51,05/06/2024,
203225,A,40,16/10/2022,
203226,P,32,02/08/2022,
203227,A,31,14/10/2024,
203228,A,38,01/07/2025,
203229,A,55,01/11/2023,
203230,A,61,25/06/2024,
203231,A,22,05/01/2024,
203232,B,33,13/12/2022,
203233,P,45,03/10/2022,
203234,P,29,10/04/2024,
203235,A,54,27/06/2022,
203236,B,38,09/05/2022,06/04/2024
203237,A,39,14/02/2024,
203238,A,30,16/03/2023,
203239,A,36,30/04/2024,
203240,A,55,06/05/2022,
203241,B,18,16/01/2024,
203242,A,70,20/07/2025,
203243,A,45,31/05/2024,
203244,P,36,20/08/2024,
203245,A,50,31/10/2022,
203246,B,26,22/10/2023,
203247,B,42,30/12/2022,29/05/2023
203248,A,46,09/03/2022,
203249,A,57,08/06/2022,
203250,P,36,15/09/2024,
203251,A,39,21/02/2022,
203252,A,47,08/07/2023,
203253,B,37,06/08/2023,
203254,B,69,23/01/2024,
203255,B,54,02/01/2022,20/03/2024
203256,A,43,08/02/2024,
203257,A,44,14/07/2022,
203258,A,57,06/07/2022,
203259,P,51,26/04/2025,
203260,P,52,17/10/2024,
203261,A,59,08/10/2024,
203262,A,57,12/06/2025,
203263,A,22,18/03/2025,
203264,B,18,19/11/2024,
203265,P,51,01/05/2023,
203266,A,57,02/09/2022,
203267,A,42,20/07/2024,
203268,A,40,18/03/2023,
203269,B,46,13/11/2023,17/07/2025
203270,A,27,20/06/2025,
203271,P,58,29/08/2023,
203272,A,28,20/05/2022,
203273,B,61,03/08/2023,15/01/2026
203274,P,42,08/07/2024,
203275,B,33,01/06/2025,
203276,A,39,06/05/2023,
203277,B,53,09/02/2024,
203278,A,44,28/08/2023,
203279,A,48,09/06/2023,
203280,B,41,27/04/2025,
203281,B,38,26/05/2023,
203282,A,50,17/04/2025,
203283,A,18,10/05/2023,
203284,A,60,06/07/2022,
203285,B,23,06/11/2024,
203286,P,37,07/05/2022,
203287,P,35,09/03/2025,
203288,P,35,27/07/2023,
203289,A,56,26/10/2024,
203290,A,34,29/03/2022,
203291,B,37,11/06/2024,
203292,A,80,18/10/2024,
203293,B,56,16/09/2022,
203294,A,33,15/12/2022,
203295,P,42,05/05/2024,
203296,A,47,18/10/2024,
203297,A,51,03/05/2025,
203298,B,34,02/03/2023,15/04/2025
203299,A,33,28/09/2024,
203300,P,61,20/02/2025,
203301,B,46,19/12/2022,
203302,A,35,22/01/2023,
203303,P,53,07/05/2025,
203304,A,47,20/01/2023,
203305,A,64,07/05/2022,
203306,A,36,15/11/2023,
203307,A,74,22/12/2024,
203308,B,41,20/01/2022,
203309,A,70,02/03/2023,
203310,A,36,24/01/2023,
203311,A,24,13/02/2025,
203312,A,40,30/05/2023,
203313,A,56,11/04/2023,
203314,P,58,12/07/2023,
203315,P,42,29/11/2023,
203316,P,44,02/11/2022,
203317,B,65,18/04/2024,10/07/2024
203318,B,47,08/02/2025,
203319,A,21,10/12/2024,
203320,B,60,10/04/2022,
203321,A,41,05/01/2023,
203322,A,37,12/11/2023,
203323,A,37,22/04/2024,
203324,A,47,15/11/2022,
203325,A,30,07/08/2023,
203326,A,26,12/02/2024,
203327,P,43,11/12/2024,
203328,A,19,05/10/2023,
203329,B,35,24/10/2023,
203330,A,51,22/11/2024,
203331,B,42,06/12/2023,
203332,A,47,17/12/2022,
203333,A,52,28/07/2023,
203334,A,18,20/10/2023,
203335,P,72,09/10/2023,
203336,P,38,26/11/2024,
203337,P,38,16/05/2024,
203338,P,53,31/03/2025,
203339,P,52,06/08/2024,
203340,B,31,26/11/2022,
203341,B,31,05/10/2022,
203342,P,31,11/04/2022,
203343,A,40,16/02/2022,
203344,X,47,06/07/2023,
203345,A,27,23/07/2023,
203346,A,32,09/09/2024,
203347,A,70,26/01/2024,
203348,B,25,18/12/2023,03/05/2024
203349,A,49,18/04/2022,
203350,A,30,10/04/2022,
203351,A,36,04/11/2022,
203352,A,25,13/07/2024,
203353,B,41,27/12/2024,
203354,B,58,02/01/2022,
203355,P,52,08/01/2023,
203356,P,32,22/04/2024,
203357,A,46,28/07/2024,
203358,A,24,22/08/2024,
203359,A,43,04/12/2022,
203360,A,53,22/03/2025,
203361,A,34,16/05/2023,
203362,A,48,27/12/2022,
203363,P,40,21/12/2024,
203364,A,42,30/07/2024,
203365,A,41,08/09/2023,
203366,A,24,06/11/2022,
203367,P,70,05/09/2022,
203368,B,62,09/12/2023,07/10/2024
203369,A,36,23/12/2022,
203370,A,34,16/11/2024,
203371,B,48,09/11/2024,
203372,A,56,23/01/2022,
203373,A,43,16/09/2022,
203374,A,23,18/06/2024,
203375,A,48,08/05/2022,
203376,A,44,12/10/2022,
203377,A,42,13/05/2025,
203378,P,63,24/01/2024,
203379,B,45,21/08/2024,02/02/2027
203380,P,52,16/05/2025,
203381,B,50,20/01/2025,20/12/2026
203382,A,53,20/08/2023,
203383,A,38,23/02/2024,
203384,X,67,01/02/2025,23/10/2026
203385,A,41,09/03/2024,
203386,B,49,20/04/2024,
203387,P,61,08/06/2023,
203388,B,48,31/05/2024,
203389,A,36,26/05/2024,
203390,B,61,30/03/2022,02/04/2024
203391,X,43,19/01/2024,
203392,A,48,15/09/2022,
203393,A,46,25/12/2022,
203394,A,43,02/01/2025,
203395,B,46,21/12/2024,
203396,A,42,18/09/2024,
203397,B,46,08/02/2022,
203398,P,38,14/07/2024,
203399,B,71,05/11/2022,15/01/2024
203400,A,62,22/11/2023,
203401,A,36,08/01/2022,
203402,P,33,22/08/2022,
203403,P,61,07/11/2022,
203404,B,59,28/07/2023,
203405,A,27,18/01/2023,
203406,A,62,14/11/2023,
203407,P,46,09/07/2025,
203408,A,33,20/10/2023,
203409,A,42,04/10/2022,
203410,B,52,18/11/2024,
203411,B,53,28/05/2023,04/07/2024
203412,A,83,11/05/2022,
203413,B,50,11/01/2025,
203414,A,42,21/02/2023,
203415,A,65,22/09/2023,
203416,P,55,23/06/2022,
203417,A,47,20/10/2022,
203418,A,46,15/02/2023,
203419,P,27,14/02/2024,
203420,B,50,24/03/2023,
203421,A,30,05/01/2022,
203422,A,48,28/06/2024,
203423,A,48,12/02/2023,
203424,A,37,05/05/2023,
203425,B,44,23/01/2023,16/01/2025
203426,A,51,26/12/2024,
203427,P,40,19/06/2024,
203428,A,35,17/07/2022,
203429,A,28,01/06/2024,
203430,B,44,13/01/2022,
203431,B,61,04/01/2024,
203432,A,45,14/12/2023,
203433,A,40,26/04/2025,
203434,A,36,18/09/2024,
203435,P,27,28/09/2022,
203436,A,60,30/11/2023,
203437,P,38,12/10/2023,
203438,A,38,01/07/2025,
203439,B,39,13/10/2022,12/08/2023
203440,A,37,05/05/2025,
203441,P,44,04/03/2024,
203442,B,39,14/06/2025,31/12/2025
203443,A,42,25/04/2023,
203444,P,46,27/02/2023,
203445,B,63,31/10/2024,
203446,A,35,27/12/2024,
203447,A,62,06/11/2022,
203448,A,38,25/07/2024,
203449,X,36,17/06/2025,18/03/2027
203450,B,64,13/09/2023,
203451,A,50,19/03/2025,
203452,B,40,22/08/2023,07/08/2025
203453,A,36,27/04/2024,
203454,A,40,09/03/2025,
203455,A,23,03/02/2024,
203456,A,60,10/05/2025,
203457,A,34,17/08/2024,
203458,A,57,16/06/2024,
203459,A,37,30/10/2022,
203460,B,48,17/08/2023,
203461,P,38,12/01/2025,
203462,P,23,03/05/2022,
203463,A,43,24/08/2024,
203464,B,37,09/02/2023,
203465,A,51,28/01/2024,
203466,B,41,16/01/2025,
203467,P,72,24/05/2024,
203468,A,18,04/11/2024,
203469,A,33,30/10/2022,
203470,A,33,03/02/2023,
203471,A,25,17/03/2025,
203472,B,27,18/11/2023,
203473,B,35,27/02/2024,
203474,B,58,02/06/2023,13/10/2025
203475,A,66,07/01/2022,
203476,B,59,14/05/2022,
203477,A,36,16/05/2022,
203478,B,55,03/04/2023,
203479,P,53,03/08/2023,
203480,A,52,06/03/2022,
203481,B,64,11/10/2024,
203482,B,39,30/07/2022,
203483,A,47,11/10/2024,
203484,P,69,23/08/2022,
203485,A,63,22/09/2022,
203486,B,36,14/02/2023,
203487,A,63,26/10/2023,
203488,A,56,21/11/2023,
203489,B,52,29/01/2025,
203490,X,37,05/09/2024,
203491,P,37,05/07/2022,
203492,A,35,26/08/2024,
203493,B,24,26/09/2022,
203494,P,64,16/04/2023,
203495,A,47,15/06/2023,
203496,B,42,13/12/2022,
203497,B,26,21/03/2025,11/03/2027
203498,A,29,11/04/2023,
203499,A,58,17/07/2022,
203500,B,35,21/04/2025,
203501,A,48,22/07/2022,
203502,B,24,29/12/2024,
203503,A,51,16/04/2022,
203504,A,54,04/09/2023,
203505,A,39,14/07/2022,
203506,A,30,15/07/2022,
203507,A,61,03/02/2022,
203508,A,56,27/07/2022,
203509,A,54,01/06/2022,
203510,A,41,14/04/2025,
203511,A,47,04/11/2023,
203512,A,55,14/05/2024,
203513,A,31,31/12/2024,
203514,P,41,19/03/2022,
203515,A,29,17/03/2022,
203516,B,39,02/08/2024,
203517,X,34,23/12/2022,
203518,P,50,10/06/2024,
203519,A,56,07/09/2024,
203520,B,30,30/08/2022,
203521,X,78,14/05/2022,08/07/2022
203522,A,46,29/10/2023,
203523,P,52,11/08/2024,
203524,B,32,10/08/2024,
203525,A,53,29/10/2022,
203526,A,37,25/07/2023,
203527,A,38,16/07/2023,
203528,A,35,11/06/2025,
203529,A,54,26/10/2022,
203530,B,61,07/11/2024,
203531,A,50,29/04/2023,
203532,X,57,03/06/2022,
203533,B,39,03/03/2024,14/06/2026
203534,X,31,26/12/2023,
203535,P,42,28/06/2024,
203536,A,28,12/07/2025,
203537,P,43,26/07/2023,
203538,B,51,27/01/2023,
203539,P,60,23/01/2023,
203540,B,44,11/05/2022,
203541,P,37,22/09/2022,
203542,A,18,14/02/2024,
203543,A,48,22/06/2025,
203544,B,34,01/02/2022,
203545,A,51,27/10/2023,
203546,B,54,26/04/2024,
203547,A,35,18/04/2023,
203548,A,57,31/10/2022,
203549,B,65,29/01/2025,
203550,B,47,05/03/2024,
203551,A,47,25/09/2023,
203552,B,40,02/02/2024,
203553,A,34,08/08/2024,
203554,A,25,19/01/2024,
203555,A,53,18/01/2025,
203556,B,40,20/07/2025,
203557,A,51,11/10/2024,
203558,A,59,20/05/2024,
203559,B,35,17/02/2023,
203560,X,54,14/06/2022,26/02/2024
203561,P,34,25/10/2022,
203562,A,44,21/03/2023,
203563,A,53,02/01/2024,
203564,B,48,20/09/2023,15/04/2025
203565,P,32,03/06/2022,
203566,B,48,24/03/2025,
203567,B,51,05/01/2023,
203568,P,18,20/09/2023,
203569,A,26,31/07/2024,
203570,P,28,08/10/2022,
203571,B,18,29/02/2024,20/11/2025
203572,A,44,02/03/2023,
203573,A,18,19/09/2024,
203574,B,18,24/12/2024,26/05/2027
203575,A,21,19/09/2023,
203576,B,65,10/03/2024,
203577,A,49,12/07/2022,
203578,A,46,16/10/2023,
203579,A,60,20/03/2025,
203580,A,31,14/08/2024,
203581,A,57,29/09/2022,
203582,B,37,12/11/2024,
203583,A,33,08/09/2024,
203584,B,50,05/10/2023,03/06/2024
203585,A,49,04/01/2022,
203586,P,43,04/02/2025,
203587,A,40,07/03/2022,
203588,A,57,13/03/2022,
203589,A,33,26/11/2023,
203590,P,63,31/05/2022,
203591,B,58,03/12/2022,21/02/2024
203592,A,47,20/07/2025,
203593,A,36,18/07/2023,
203594,A,50,25/05/2022,
203595,A,45,10/02/2025,
203596,P,48,23/08/2023,
203597,A,26,27/02/2024,
203598,A,47,05/12/2022,
203599,A,75,14/02/2023,
203600,B,43,30/01/2025,
203601,A,32,01/04/2022,
203602,A,64,11/01/2025,
203603,A,72,23/08/2022,
203604,A,47,13/04/2025,
203605,A,44,26/04/2022,
203606,A,40,08/03/2023,
203607,B,71,09/12/2022,
203608,A,62,25/02/2024,
203609,B,18,01/11/2024,24/07/2025
203610,A,67,24/07/2023,
203611,A,52,12/06/2024,
203612,B,42,30/07/2022,
203613,A,46,12/09/2023,
203614,X,51,24/05/2025,04/10/2026
203615,P,46,24/10/2022,
203616,A,50,03/10/2022,
203617,B,40,12/06/2022,
203618,P,40,21/04/2023,
203619,A,40,01/07/2024,
203620,P,46,21/03/2025,
203621,B,23,21/10/2024,07/04/2026
203622,P,55,18/05/2025,
203623,A,27,24/04/2025,
203624,B,58,18/03/2022,
203625,A,45,10/08/2023,
203626,A,48,14/02/2025,
203627,A,27,18/05/2025,
203628,P,45,04/10/2022,
203629,A,51,03/05/2022,
203630,P,37,25/04/2025,
203631,B,18,10/09/2022,
203632,A,69,16/06/2022,
203633,A,37,28/08/2022,
203634,P,53,09/12/2024,
203635,A,43,30/06/2022,
203636,A,60,20/10/2022,
203637,A,43,08/07/2022,
203638,A,49,03/10/2022,
203639,B,47,25/03/2022,26/05/2024
203640,A,20,05/09/2022,
203641,B,64,07/01/2023,
203642,B,26,27/06/2023,
203643,A,58,28/05/2024,
203644,A,54,06/11/2022,
203645,A,43,06/03/2024,
203646,A,38,06/05/2023,
203647,A,39,04/04/2023,
203648,B,43,23/03/2023,
203649,A,73,28/02/2025,
203650,A,53,06/02/2025,
203651,P,40,16/05/2022,
203652,A,41,27/12/2023,
203653,P,30,18/07/2022,
203654,B,63,02/05/2022,22/09/2023
203655,B,42,23/01/2022,
203656,A,42,19/07/2023,
203657,P,38,08/01/2024,
203658,B,47,14/07/2025,
203659,B,43,19/09/2023,
203660,B,37,12/09/2024,16/11/2024
203661,A,45,06/03/2025,
203662,A,59,07/01/2024,
203663,A,46,15/08/2022,
203664,A,49,05/05/2022,
203665,A,39,23/08/2024,
203666,A,45,15/07/2025,
203667,A,46,28/08/2023,
203668,A,44,04/01/2022,
203669,A,60,08/12/2023,
203670,A,32,08/01/2022,
203671,A,41,01/06/2023,
203672,A,53,04/01/2023,
203673,A,44,15/02/2025,
203674,B,39,23/07/2024,
203675,A,66,16/01/2022,
203676,A,31,11/09/2023,
203677,P,59,05/02/2022,
203678,A,39,22/06/2022,
203679,B,51,17/02/2024,
203680,A,44,24/05/2022,
203681,P,24,01/08/2023,
203682,P,46,19/10/2024,
203683,A,27,10/11/2022,
203684,P,32,01/09/2022,
203685,A,46,24/06/2022,
203686,B,32,18/07/2024,
203687,B,47,15/01/2024,18/02/2025
203688,X,44,30/04/2023,
203689,P,38,25/09/2023,
203690,B,54,02/04/2023,
203691,B,51,26/09/2022,
203692,A,31,11/09/2024,
203693,B,21,23/05/2025,10/06/2027
203694,B,35,15/10/2022,23/07/2024
203695,A,68,30/07/2022,
203696,A,49,11/06/2024,
203697,B,46,26/10/2022,
203698,A,47,04/09/2024,
203699,A,41,15/02/2024,
203700,A,33,03/10/2023,
203701,B,34,14/06/2022,
203702,A,30,17/07/2024,
203703,B,36,17/04/2024,
203704,B,44,23/06/2025,
203705,A,43,05/01/2023,
203706,B,56,05/07/2024,
203707,A,31,20/07/2025,
203708,P,48,18/04/2022,
203709,A,63,22/02/2025,
203710,A,43,25/03/2024,
203710,A,73,13/05/2025,
203712,A,64,12/11/2024,
203713,A,45,11/09/2023,
203714,B,62,20/11/2022,
203715,P,64,09/06/2022,
203716,A,53,29/07/2022,
203717,P,41,04/01/2023,
203718,B,50,20/09/2024,
203719,A,41,12/08/2023,
203720,P,32,13/02/2023,
203721,A,55,23/05/2025,
203722,B,49,03/05/2023,
203723,A,18,30/03/2025,
203724,B,39,18/09/2022,
203725,B,47,10/05/2025,
203726,A,42,21/06/2024,
203727,A,54,25/03/2023,
203728,P,43,01/01/2023,
203729,P,37,06/02/2023,
203730,B,28,16/01/2024,
203731,B,53,02/07/2022,
203732,A,53,30/07/2024,
203733,B,80,18/05/2025,
203734,B,26,14/09/2022,
203735,A,46,21/06/2024,
203736,A,44,05/05/2023,
203737,A,51,18/06/2022,
203738,A,63,24/08/2023,
203739,P,43,02/01/2023,
203740,B,40,14/10/2023,
203741,A,62,12/06/2023,
203742,A,59,09/03/2024,
203743,A,32,11/06/2023,
203744,A,46,01/04/2022,
203745,A,55,11/10/2023,
203746,A,43,26/09/2023,
203747,X,57,12/03/2024,
203748,P,44,17/01/2023,
203749,A,62,06/05/2023,
203750,A,33,20/04/2023,
203751,A,18,20/01/2024,
203752,A,51,10/01/2022,
203753,A,49,15/10/2023,
203754,A,28,13/04/2025,
203755,A,47,08/04/2024,
203756,B,37,18/07/2022,
203757,A,51,24/09/2023,
203758,A,37,23/08/2024,
203759,B,57,22/01/2024,
203760,A,55,11/08/2023,
203761,B,61,13/04/2023,30/08/2024
203762,A,42,02/10/2022,
203763,A,42,01/05/2024,
203764,A,42,26/09/2022,
203765,A,44,23/10/2022,
203766,X,52,16/05/2023,
203767,A,58,30/05/2023,
203768,A,35,18/01/2024,
203769,P,47,31/08/2022,
203770,A,58,06/02/2022,
203771,A,42,17/04/2023,
203772,B,42,27/05/2022,
203773,A,44,30/05/2022,
203774,B,30,26/08/2024,
203775,B,37,26/05/2022,21/08/2024
203776,B,26,30/12/2024,14/12/2025
203777,A,53,02/12/2022,
203778,A,59,03/04/2024,
203779,A,32,15/09/2022,
203780,B,46,17/08/2022,
203781,A,51,02/05/2024,
203782,B,56,05/10/2022,
203783,A,42,27/10/2023,
203784,A,31,18/01/2024,
203785,B,53,04/09/2023,
203786,A,42,20/03/2022,
203787,B,44,21/03/2023,
203788,B,34,23/10/2023,
203789,B,49,16/06/2024,
203790,B,48,24/05/2022,25/09/2022
203791,A,59,02/01/2022,
203792,A,69,17/06/2024,
203793,A,47,04/03/2023,
203794,A,43,18/11/2024,
203795,A,50,14/11/2024,
203796,X,43,06/10/2022,
203797,B,36,19/08/2024,
203798,A,61,05/07/2023,
203799,A,51,21/07/2025,
203800,B,47,11/02/2023,
203801,B,22,15/09/2023,21/09/2024
203802,B,51,06/10/2022,29/06/2023
203803,P,66,19/07/2023,
203804,B,48,23/04/2023,
203805,A,49,12/12/2024,
203806,A,39,06/03/2025,
203807,A,53,07/09/2023,
203808,A,37,05/01/2022,
203809,P,33,04/02/2025,
203810,P,36,07/07/2024,
203811,B,35,01/03/2022,
203812,A,53,13/11/2022,
203813,A,30,11/09/2023,
203814,A,47,01/08/2024,
203815,X,66,28/04/2022,30/09/2024
203816,B,23,04/02/2025,16/07/2027
203817,A,48,05/08/2023,
203818,A,57,02/01/2024,
203819,P,40,25/05/2025,
203820,B,41,06/01/2024,
203821,B,52,14/10/2023,
